wea_stn_cd,issue_date,forecast_type_day,wea_num,valid_date_calcd
KFAT,20151008,max_6,89,20151014
KCPR,20151008,max_6,72,20151014
KP60,20151008,max_6,56,20151014
KPHX,20151008,max_6,98,20151014
KFAR,20151008,max_6,65,20151014
KINL,20151008,max_6,57,20151014
KSEA,20151008,pop1_6,11,20151014
KYKM,20151008,pop1_6,1,20151014
KUIL,20151008,pop1_6,12,20151014
KPDX,20151008,pop1_6,4,20151014
KLAX,20151008,pop1_6,12,20151014
KFAT,20151008,pop1_6,3,20151014
KCPR,20151008,pop1_6,0,20151014
KP60,20151008,pop1_6,0,20151014
KPHX,20151008,pop1_6,4,20151014
KFAR,20151008,pop1_6,4,20151014
KINL,20151008,pop1_6,6,20151014
KSEA,20151008,pop2_6,6,20151014
KYKM,20151008,pop2_6,1,20151014
KUIL,20151008,pop2_6,5,20151014
KPDX,20151008,pop2_6,4,20151014
KLAX,20151008,pop2_6,12,20151014
KFAT,20151008,pop2_6,11,20151014
KCPR,20151008,pop2_6,0,20151014
KP60,20151008,pop2_6,2,20151014
KPHX,20151008,pop2_6,6,20151014
KFAR,20151008,pop2_6,1,20151014
KINL,20151008,pop2_6,11,20151014
KSEA,20151008,min_7,47,20151015
KYKM,20151008,min_7,43,20151015
KUIL,20151008,min_7,46,20151015
KPDX,20151008,min_7,48,20151015
KLAX,20151008,min_7,68,20151015
KFAT,20151008,min_7,65,20151015
KCPR,20151008,min_7,40,20151015
KP60,20151008,min_7,31,20151015
KPHX,20151008,min_7,74,20151015
KFAR,20151008,min_7,41,20151015
KINL,20151008,min_7,36,20151015
KSEA,20151008,max_7,65,20151015
KYKM,20151008,max_7,70,20151015
KUIL,20151008,max_7,65,20151015
KPDX,20151008,max_7,72,20151015
KLAX,20151008,max_7,75,20151015
KFAT,20151008,max_7,86,20151015
KCPR,20151008,max_7,65,20151015
KP60,20151008,max_7,56,20151015
KPHX,20151008,max_7,96,20151015
KFAR,20151008,max_7,60,20151015
KINL,20151008,max_7,52,20151015
KSEA,20151008,pop1_7,6,20151015
KYKM,20151008,pop1_7,2,20151015
KUIL,20151008,pop1_7,8,20151015
KPDX,20151008,pop1_7,4,20151015
KLAX,20151008,pop1_7,7,20151015
KFAT,20151008,pop1_7,9,20151015
KCPR,20151008,pop1_7,2,20151015
KP60,20151008,pop1_7,3,20151015
KPHX,20151008,pop1_7,14,20151015
KFAR,20151008,pop1_7,4,20151015
KINL,20151008,pop1_7,8,20151015
KSEA,20151008,pop2_7,11,20151015
KYKM,20151008,pop2_7,3,20151015
KUIL,20151008,pop2_7,16,20151015
KPDX,20151008,pop2_7,8,20151015
KLAX,20151008,pop2_7,7,20151015
KFAT,20151008,pop2_7,9,20151015
KCPR,20151008,pop2_7,3,20151015
KP60,20151008,pop2_7,6,20151015
KPHX,20151008,pop2_7,20,20151015
KFAR,20151008,pop2_7,9,20151015
KINL,20151008,pop2_7,20,20151015
KSEA,20151009,min_3,50,20151012
KYKM,20151009,min_3,42,20151012
KUIL,20151009,min_3,48,20151012
KPDX,20151009,min_3,47,20151012
KLAX,20151009,min_3,70,20151012
KFAT,20151009,min_3,63,20151012
KCPR,20151009,min_3,37,20151012
KP60,20151009,min_3,28,20151012
KPHX,20151009,min_3,74,20151012
KFAR,20151009,min_3,47,20151012
KINL,20151009,min_3,40,20151012
KSEA,20151009,max_3,64,20151012
KYKM,20151009,max_3,73,20151012
KUIL,20151009,max_3,63,20151012
KPDX,20151009,max_3,71,20151012
KLAX,20151009,max_3,84,20151012
KFAT,20151009,max_3,92,20151012
KCPR,20151009,max_3,72,20151012
KP60,20151009,max_3,55,20151012
KPHX,20151009,max_3,97,20151012
KFAR,20151009,max_3,58,20151012
KINL,20151009,max_3,50,20151012
KSEA,20151009,pop1_3,7,20151012
KYKM,20151009,pop1_3,1,20151012
KUIL,20151009,pop1_3,23,20151012
KPDX,20151009,pop1_3,0,20151012
KLAX,20151009,pop1_3,0,20151012
KFAT,20151009,pop1_3,0,20151012
KCPR,20151009,pop1_3,0,20151012
KP60,20151009,pop1_3,0,20151012
KPHX,20151009,pop1_3,0,20151012
KFAR,20151009,pop1_3,12,20151012
KINL,20151009,pop1_3,31,20151012
KSEA,20151009,pop2_3,30,20151012
KYKM,20151009,pop2_3,3,20151012
KUIL,20151009,pop2_3,75,20151012
KPDX,20151009,pop2_3,6,20151012
KLAX,20151009,pop2_3,0,20151012
KFAT,20151009,pop2_3,0,20151012
KCPR,20151009,pop2_3,0,20151012
KP60,20151009,pop2_3,0,20151012
KPHX,20151009,pop2_3,1,20151012
KFAR,20151009,pop2_3,4,20151012
KINL,20151009,pop2_3,32,20151012
KSEA,20151009,min_4,53,20151013
KYKM,20151009,min_4,47,20151013
KUIL,20151009,min_4,48,20151013
KPDX,20151009,min_4,52,20151013
KLAX,20151009,min_4,71,20151013
KFAT,20151009,min_4,65,20151013
KCPR,20151009,min_4,44,20151013
KP60,20151009,min_4,32,20151013
KPHX,20151009,min_4,75,20151013
KFAR,20151009,min_4,39,20151013
KINL,20151009,min_4,33,20151013
KSEA,20151009,max_4,61,20151013
KYKM,20151009,max_4,71,20151013
KUIL,20151009,max_4,62,20151013
KPDX,20151009,max_4,69,20151013
KLAX,20151009,max_4,81,20151013
KFAT,20151009,max_4,92,20151013
KCPR,20151009,max_4,76,20151013
KP60,20151009,max_4,58,20151013
KPHX,20151009,max_4,98,20151013
KFAR,20151009,max_4,69,20151013
KINL,20151009,max_4,54,20151013
KSEA,20151009,pop1_4,60,20151013
KYKM,20151009,pop1_4,9,20151013
KUIL,20151009,pop1_4,55,20151013
KPDX,20151009,pop1_4,29,20151013
KLAX,20151009,pop1_4,1,20151013
KFAT,20151009,pop1_4,0,20151013
KCPR,20151009,pop1_4,0,20151013
KP60,20151009,pop1_4,0,20151013
KPHX,20151009,pop1_4,1,20151013
KFAR,20151009,pop1_4,0,20151013
KINL,20151009,pop1_4,6,20151013
KSEA,20151009,pop2_4,27,20151013
KYKM,20151009,pop2_4,4,20151013
KUIL,20151009,pop2_4,15,20151013
KPDX,20151009,pop2_4,15,20151013
KLAX,20151009,pop2_4,4,20151013
KFAT,20151009,pop2_4,0,20151013
KCPR,20151009,pop2_4,0,20151013
KP60,20151009,pop2_4,0,20151013
KPHX,20151009,pop2_4,1,20151013
KFAR,20151009,pop2_4,0,20151013
KINL,20151009,pop2_4,6,20151013
KSEA,20151009,min_5,48,20151014
KYKM,20151009,min_5,42,20151014
KUIL,20151009,min_5,45,20151014
KPDX,20151009,min_5,48,20151014
KLAX,20151009,min_5,69,20151014
KFAT,20151009,min_5,67,20151014
KCPR,20151009,min_5,44,20151014
KP60,20151009,min_5,32,20151014
KPHX,20151009,min_5,74,20151014
KFAR,20151009,min_5,44,20151014
KINL,20151009,min_5,38,20151014
KSEA,20151009,max_5,61,20151014
KYKM,20151009,max_5,71,20151014
KUIL,20151009,max_5,62,20151014
KPDX,20151009,max_5,72,20151014
KLAX,20151009,max_5,79,20151014
KFAT,20151009,max_5,91,20151014
KCPR,20151009,max_5,72,20151014
KP60,20151009,max_5,58,20151014
KPHX,20151009,max_5,99,20151014
KFAR,20151009,max_5,65,20151014
KINL,20151009,max_5,55,20151014
KSEA,20151009,pop1_5,6,20151014
KYKM,20151009,pop1_5,0,20151014
KUIL,20151009,pop1_5,8,20151014
KPDX,20151009,pop1_5,2,20151014
KLAX,20151009,pop1_5,9,20151014
KFAT,20151009,pop1_5,2,20151014
KCPR,20151009,pop1_5,0,20151014
KP60,20151009,pop1_5,0,20151014
KPHX,20151009,pop1_5,0,20151014
KFAR,20151009,pop1_5,1,20151014
KINL,20151009,pop1_5,6,20151014
KSEA,20151009,pop2_5,4,20151014
KYKM,20151009,pop2_5,0,20151014
KUIL,20151009,pop2_5,4,20151014
KPDX,20151009,pop2_5,2,20151014
KLAX,20151009,pop2_5,4,20151014
KFAT,20151009,pop2_5,6,20151014
KCPR,20151009,pop2_5,0,20151014
KP60,20151009,pop2_5,0,20151014
KPHX,20151009,pop2_5,1,20151014
KFAR,20151009,pop2_5,2,20151014
KINL,20151009,pop2_5,15,20151014
KSEA,20151009,min_6,48,20151015
KYKM,20151009,min_6,43,20151015
KUIL,20151009,min_6,47,20151015
KPDX,20151009,min_6,49,20151015
KLAX,20151009,min_6,68,20151015
KFAT,20151009,min_6,67,20151015
KCPR,20151009,min_6,40,20151015
KP60,20151009,min_6,31,20151015
KPHX,20151009,min_6,74,20151015
KFAR,20151009,min_6,41,20151015
KINL,20151009,min_6,35,20151015
KSEA,20151009,max_6,65,20151015
KYKM,20151009,max_6,71,20151015
KUIL,20151009,max_6,66,20151015
KPDX,20151009,max_6,74,20151015
KLAX,20151009,max_6,76,20151015
KFAT,20151009,max_6,87,20151015
KCPR,20151009,max_6,68,20151015
KP60,20151009,max_6,57,20151015
KPHX,20151009,max_6,98,20151015
KFAR,20151009,max_6,59,20151015
KINL,20151009,max_6,51,20151015
KSEA,20151009,pop1_6,3,20151015
KYKM,20151009,pop1_6,0,20151015
KUIL,20151009,pop1_6,3,20151015
KPDX,20151009,pop1_6,1,20151015
KLAX,20151009,pop1_6,7,20151015
KFAT,20151009,pop1_6,6,20151015
KCPR,20151009,pop1_6,1,20151015
KP60,20151009,pop1_6,0,20151015
KPHX,20151009,pop1_6,3,20151015
KFAR,20151009,pop1_6,3,20151015
KINL,20151009,pop1_6,12,20151015
KSEA,20151009,pop2_6,5,20151015
KYKM,20151009,pop2_6,2,20151015
KUIL,20151009,pop2_6,9,20151015
KPDX,20151009,pop2_6,4,20151015
KLAX,20151009,pop2_6,5,20151015
KFAT,20151009,pop2_6,9,20151015
KCPR,20151009,pop2_6,2,20151015
KP60,20151009,pop2_6,2,20151015
KPHX,20151009,pop2_6,10,20151015
KFAR,20151009,pop2_6,3,20151015
KINL,20151009,pop2_6,21,20151015
KSEA,20151009,min_7,51,20151016
KYKM,20151009,min_7,45,20151016
KUIL,20151009,min_7,48,20151016
KPDX,20151009,min_7,51,20151016
KLAX,20151009,min_7,68,20151016
KFAT,20151009,min_7,65,20151016
KCPR,20151009,min_7,39,20151016
KP60,20151009,min_7,32,20151016
KPHX,20151009,min_7,74,20151016
KFAR,20151009,min_7,36,20151016
KINL,20151009,min_7,30,20151016
KSEA,20151009,max_7,66,20151016
KYKM,20151009,max_7,72,20151016
KUIL,20151009,max_7,66,20151016
KPDX,20151009,max_7,73,20151016
KLAX,20151009,max_7,75,20151016
KFAT,20151009,max_7,86,20151016
KCPR,20151009,max_7,68,20151016
KP60,20151009,max_7,58,20151016
KPHX,20151009,max_7,91,20151016
KFAR,20151009,max_7,57,20151016
KINL,20151009,max_7,48,20151016
KSEA,20151009,pop1_7,10,20151016
KYKM,20151009,pop1_7,4,20151016
KUIL,20151009,pop1_7,15,20151016
KPDX,20151009,pop1_7,8,20151016
KLAX,20151009,pop1_7,7,20151016
KFAT,20151009,pop1_7,5,20151016
KCPR,20151009,pop1_7,6,20151016
KP60,20151009,pop1_7,8,20151016
KPHX,20151009,pop1_7,21,20151016
KFAR,20151009,pop1_7,3,20151016
KINL,20151009,pop1_7,8,20151016
KSEA,20151009,pop2_7,15,20151016
KYKM,20151009,pop2_7,7,20151016
KUIL,20151009,pop2_7,18,20151016
KPDX,20151009,pop2_7,14,20151016
KLAX,20151009,pop2_7,5,20151016
KFAT,20151009,pop2_7,5,20151016
KCPR,20151009,pop2_7,8,20151016
KP60,20151009,pop2_7,13,20151016
KPHX,20151009,pop2_7,17,20151016
KFAR,20151009,pop2_7,9,20151016
KINL,20151009,pop2_7,12,20151016
KSEA,20151010,min_3,54,20151013
KYKM,20151010,min_3,47,20151013
KUIL,20151010,min_3,47,20151013
KPDX,20151010,min_3,52,20151013
KLAX,20151010,min_3,72,20151013
KFAT,20151010,min_3,65,20151013
KCPR,20151010,min_3,44,20151013
KP60,20151010,min_3,31,20151013
KPHX,20151010,min_3,75,20151013
KFAR,20151010,min_3,37,20151013
KINL,20151010,min_3,33,20151013
KSEA,20151010,max_3,63,20151013
KYKM,20151010,max_3,74,20151013
KUIL,20151010,max_3,62,20151013
KPDX,20151010,max_3,73,20151013
KLAX,20151010,max_3,82,20151013
KFAT,20151010,max_3,92,20151013
KCPR,20151010,max_3,74,20151013
KP60,20151010,max_3,58,20151013
KPHX,20151010,max_3,98,20151013
KFAR,20151010,max_3,66,20151013
KINL,20151010,max_3,53,20151013
KSEA,20151010,pop1_3,52,20151013
KYKM,20151010,pop1_3,8,20151013
KUIL,20151010,pop1_3,26,20151013
KPDX,20151010,pop1_3,15,20151013
KLAX,20151010,pop1_3,3,20151013
KFAT,20151010,pop1_3,0,20151013
KCPR,20151010,pop1_3,0,20151013
KP60,20151010,pop1_3,0,20151013
KPHX,20151010,pop1_3,0,20151013
KFAR,20151010,pop1_3,0,20151013
KINL,20151010,pop1_3,5,20151013
KSEA,20151010,pop2_3,14,20151013
KYKM,20151010,pop2_3,2,20151013
KUIL,20151010,pop2_3,8,20151013
KPDX,20151010,pop2_3,2,20151013
KLAX,20151010,pop2_3,4,20151013
KFAT,20151010,pop2_3,2,20151013
KCPR,20151010,pop2_3,0,20151013
KP60,20151010,pop2_3,0,20151013
KPHX,20151010,pop2_3,1,20151013
KFAR,20151010,pop2_3,0,20151013
KINL,20151010,pop2_3,2,20151013
KSEA,20151010,min_4,50,20151014
KYKM,20151010,min_4,46,20151014
KUIL,20151010,min_4,47,20151014
KPDX,20151010,min_4,51,20151014
KLAX,20151010,min_4,69,20151014
KFAT,20151010,min_4,67,20151014
KCPR,20151010,min_4,42,20151014
KP60,20151010,min_4,32,20151014
KPHX,20151010,min_4,75,20151014
KFAR,20151010,min_4,43,20151014
KINL,20151010,min_4,38,20151014
KSEA,20151010,max_4,66,20151014
KYKM,20151010,max_4,76,20151014
KUIL,20151010,max_4,66,20151014
KPDX,20151010,max_4,77,20151014
KLAX,20151010,max_4,79,20151014
KFAT,20151010,max_4,90,20151014
KCPR,20151010,max_4,74,20151014
KP60,20151010,max_4,59,20151014
KPHX,20151010,max_4,100,20151014
KFAR,20151010,max_4,63,20151014
KINL,20151010,max_4,55,20151014
KSEA,20151010,pop1_4,2,20151014
KYKM,20151010,pop1_4,0,20151014
KUIL,20151010,pop1_4,2,20151014
KPDX,20151010,pop1_4,0,20151014
KLAX,20151010,pop1_4,7,20151014
KFAT,20151010,pop1_4,4,20151014
KCPR,20151010,pop1_4,0,20151014
KP60,20151010,pop1_4,0,20151014
KPHX,20151010,pop1_4,0,20151014
KFAR,20151010,pop1_4,0,20151014
KINL,20151010,pop1_4,10,20151014
KSEA,20151010,pop2_4,0,20151014
KYKM,20151010,pop2_4,0,20151014
KUIL,20151010,pop2_4,0,20151014
KPDX,20151010,pop2_4,0,20151014
KLAX,20151010,pop2_4,6,20151014
KFAT,20151010,pop2_4,8,20151014
KCPR,20151010,pop2_4,0,20151014
KP60,20151010,pop2_4,0,20151014
KPHX,20151010,pop2_4,0,20151014
KFAR,20151010,pop2_4,2,20151014
KINL,20151010,pop2_4,11,20151014
KSEA,20151010,min_5,52,20151015
KYKM,20151010,min_5,47,20151015
KUIL,20151010,min_5,51,20151015
KPDX,20151010,min_5,53,20151015
KLAX,20151010,min_5,67,20151015
KFAT,20151010,min_5,66,20151015
KCPR,20151010,min_5,41,20151015
KP60,20151010,min_5,32,20151015
KPHX,20151010,min_5,75,20151015
KFAR,20151010,min_5,40,20151015
KINL,20151010,min_5,35,20151015
KSEA,20151010,max_5,70,20151015
KYKM,20151010,max_5,76,20151015
KUIL,20151010,max_5,69,20151015
KPDX,20151010,max_5,78,20151015
KLAX,20151010,max_5,75,20151015
KFAT,20151010,max_5,85,20151015
KCPR,20151010,max_5,68,20151015
KP60,20151010,max_5,60,20151015
KPHX,20151010,max_5,100,20151015
KFAR,20151010,max_5,60,20151015
KINL,20151010,max_5,51,20151015
KSEA,20151010,pop1_5,0,20151015
KYKM,20151010,pop1_5,0,20151015
KUIL,20151010,pop1_5,1,20151015
KPDX,20151010,pop1_5,0,20151015
KLAX,20151010,pop1_5,7,20151015
KFAT,20151010,pop1_5,11,20151015
KCPR,20151010,pop1_5,0,20151015
KP60,20151010,pop1_5,0,20151015
KPHX,20151010,pop1_5,2,20151015
KFAR,20151010,pop1_5,3,20151015
KINL,20151010,pop1_5,6,20151015
KSEA,20151010,pop2_5,1,20151015
KYKM,20151010,pop2_5,1,20151015
KUIL,20151010,pop2_5,3,20151015
KPDX,20151010,pop2_5,1,20151015
KLAX,20151010,pop2_5,4,20151015
KFAT,20151010,pop2_5,11,20151015
KCPR,20151010,pop2_5,2,20151015
KP60,20151010,pop2_5,0,20151015
KPHX,20151010,pop2_5,6,20151015
KFAR,20151010,pop2_5,7,20151015
KINL,20151010,pop2_5,23,20151015
KSEA,20151010,min_6,53,20151016
KYKM,20151010,min_6,48,20151016
KUIL,20151010,min_6,51,20151016
KPDX,20151010,min_6,53,20151016
KLAX,20151010,min_6,67,20151016
KFAT,20151010,min_6,64,20151016
KCPR,20151010,min_6,38,20151016
KP60,20151010,min_6,32,20151016
KPHX,20151010,min_6,74,20151016
KFAR,20151010,min_6,35,20151016
KINL,20151010,min_6,31,20151016
KSEA,20151010,max_6,71,20151016
KYKM,20151010,max_6,77,20151016
KUIL,20151010,max_6,68,20151016
KPDX,20151010,max_6,78,20151016
KLAX,20151010,max_6,75,20151016
KFAT,20151010,max_6,85,20151016
KCPR,20151010,max_6,67,20151016
KP60,20151010,max_6,61,20151016
KPHX,20151010,max_6,94,20151016
KFAR,20151010,max_6,55,20151016
KINL,20151010,max_6,47,20151016
KSEA,20151010,pop1_6,1,20151016
KYKM,20151010,pop1_6,0,20151016
KUIL,20151010,pop1_6,1,20151016
KPDX,20151010,pop1_6,0,20151016
KLAX,20151010,pop1_6,2,20151016
KFAT,20151010,pop1_6,4,20151016
KCPR,20151010,pop1_6,4,20151016
KP60,20151010,pop1_6,0,20151016
KPHX,20151010,pop1_6,6,20151016
KFAR,20151010,pop1_6,9,20151016
KINL,20151010,pop1_6,17,20151016
KSEA,20151010,pop2_6,4,20151016
KYKM,20151010,pop2_6,1,20151016
KUIL,20151010,pop2_6,8,20151016
KPDX,20151010,pop2_6,4,20151016
KLAX,20151010,pop2_6,5,20151016
KFAT,20151010,pop2_6,8,20151016
KCPR,20151010,pop2_6,1,20151016
KP60,20151010,pop2_6,1,20151016
KPHX,20151010,pop2_6,15,20151016
KFAR,20151010,pop2_6,5,20151016
KINL,20151010,pop2_6,20,20151016
KSEA,20151010,min_7,54,20151017
KYKM,20151010,min_7,49,20151017
KUIL,20151010,min_7,51,20151017
KPDX,20151010,min_7,53,20151017
KLAX,20151010,min_7,67,20151017
KFAT,20151010,min_7,64,20151017
KCPR,20151010,min_7,41,20151017
KP60,20151010,min_7,35,20151017
KPHX,20151010,min_7,72,20151017
KFAR,20151010,min_7,33,20151017
KINL,20151010,min_7,29,20151017
KSEA,20151010,max_7,67,20151017
KYKM,20151010,max_7,76,20151017
KUIL,20151010,max_7,66,20151017
KPDX,20151010,max_7,73,20151017
KLAX,20151010,max_7,76,20151017
KFAT,20151010,max_7,83,20151017
KCPR,20151010,max_7,72,20151017
KP60,20151010,max_7,60,20151017
KPHX,20151010,max_7,89,20151017
KFAR,20151010,max_7,56,20151017
KINL,20151010,max_7,48,20151017
KSEA,20151010,pop1_7,13,20151017
KYKM,20151010,pop1_7,4,20151017
KUIL,20151010,pop1_7,16,20151017
KPDX,20151010,pop1_7,13,20151017
KLAX,20151010,pop1_7,4,20151017
KFAT,20151010,pop1_7,3,20151017
KCPR,20151010,pop1_7,1,20151017
KP60,20151010,pop1_7,1,20151017
KPHX,20151010,pop1_7,16,20151017
KFAR,20151010,pop1_7,4,20151017
KINL,20151010,pop1_7,11,20151017
KSEA,20151010,pop2_7,22,20151017
KYKM,20151010,pop2_7,9,20151017
KUIL,20151010,pop2_7,28,20151017
KPDX,20151010,pop2_7,24,20151017
KLAX,20151010,pop2_7,4,20151017
KFAT,20151010,pop2_7,11,20151017
KCPR,20151010,pop2_7,4,20151017
KP60,20151010,pop2_7,11,20151017
KPHX,20151010,pop2_7,14,20151017
KFAR,20151010,pop2_7,1,20151017
KINL,20151010,pop2_7,13,20151017
KSEA,20151011,min_3,49,20151014
KYKM,20151011,min_3,45,20151014
KUIL,20151011,min_3,47,20151014
KPDX,20151011,min_3,51,20151014
KLAX,20151011,min_3,70,20151014
KFAT,20151011,min_3,67,20151014
KCPR,20151011,min_3,41,20151014
KP60,20151011,min_3,32,20151014
KPHX,20151011,min_3,75,20151014
KFAR,20151011,min_3,43,20151014
KINL,20151011,min_3,38,20151014
KSEA,20151011,max_3,64,20151014
KYKM,20151011,max_3,74,20151014
KUIL,20151011,max_3,65,20151014
KPDX,20151011,max_3,75,20151014
KLAX,20151011,max_3,79,20151014
KFAT,20151011,max_3,89,20151014
KCPR,20151011,max_3,74,20151014
KP60,20151011,max_3,59,20151014
KPHX,20151011,max_3,100,20151014
KFAR,20151011,max_3,62,20151014
KINL,20151011,max_3,53,20151014
KSEA,20151011,pop1_3,2,20151014
KYKM,20151011,pop1_3,0,20151014
KUIL,20151011,pop1_3,1,20151014
KPDX,20151011,pop1_3,1,20151014
KLAX,20151011,pop1_3,7,20151014
KFAT,20151011,pop1_3,2,20151014
KCPR,20151011,pop1_3,0,20151014
KP60,20151011,pop1_3,0,20151014
KPHX,20151011,pop1_3,0,20151014
KFAR,20151011,pop1_3,0,20151014
KINL,20151011,pop1_3,8,20151014
KSEA,20151011,pop2_3,0,20151014
KYKM,20151011,pop2_3,0,20151014
KUIL,20151011,pop2_3,0,20151014
KPDX,20151011,pop2_3,0,20151014
KLAX,20151011,pop2_3,5,20151014
KFAT,20151011,pop2_3,8,20151014
KCPR,20151011,pop2_3,0,20151014
KP60,20151011,pop2_3,0,20151014
KPHX,20151011,pop2_3,1,20151014
KFAR,20151011,pop2_3,1,20151014
KINL,20151011,pop2_3,11,20151014
KSEA,20151011,min_4,51,20151015
KYKM,20151011,min_4,46,20151015
KUIL,20151011,min_4,49,20151015
KPDX,20151011,min_4,52,20151015
KLAX,20151011,min_4,67,20151015
KFAT,20151011,min_4,67,20151015
KCPR,20151011,min_4,42,20151015
KP60,20151011,min_4,32,20151015
KPHX,20151011,min_4,76,20151015
KFAR,20151011,min_4,39,20151015
KINL,20151011,min_4,35,20151015
KSEA,20151011,max_4,69,20151015
KYKM,20151011,max_4,74,20151015
KUIL,20151011,max_4,68,20151015
KPDX,20151011,max_4,77,20151015
KLAX,20151011,max_4,75,20151015
KFAT,20151011,max_4,86,20151015
KCPR,20151011,max_4,66,20151015
KP60,20151011,max_4,59,20151015
KPHX,20151011,max_4,99,20151015
KFAR,20151011,max_4,59,20151015
KINL,20151011,max_4,51,20151015
KSEA,20151011,pop1_4,0,20151015
KYKM,20151011,pop1_4,0,20151015
KUIL,20151011,pop1_4,0,20151015
KPDX,20151011,pop1_4,0,20151015
KLAX,20151011,pop1_4,8,20151015
KFAT,20151011,pop1_4,11,20151015
KCPR,20151011,pop1_4,0,20151015
KP60,20151011,pop1_4,0,20151015
KPHX,20151011,pop1_4,2,20151015
KFAR,20151011,pop1_4,4,20151015
KINL,20151011,pop1_4,7,20151015
KSEA,20151011,pop2_4,0,20151015
KYKM,20151011,pop2_4,0,20151015
KUIL,20151011,pop2_4,0,20151015
KPDX,20151011,pop2_4,0,20151015
KLAX,20151011,pop2_4,9,20151015
KFAT,20151011,pop2_4,12,20151015
KCPR,20151011,pop2_4,3,20151015
KP60,20151011,pop2_4,0,20151015
KPHX,20151011,pop2_4,8,20151015
KFAR,20151011,pop2_4,10,20151015
KINL,20151011,pop2_4,22,20151015
KSEA,20151011,min_5,54,20151016
KYKM,20151011,min_5,47,20151016
KUIL,20151011,min_5,51,20151016
KPDX,20151011,min_5,53,20151016
KLAX,20151011,min_5,67,20151016
KFAT,20151011,min_5,64,20151016
KCPR,20151011,min_5,36,20151016
KP60,20151011,min_5,31,20151016
KPHX,20151011,min_5,74,20151016
KFAR,20151011,min_5,34,20151016
KINL,20151011,min_5,30,20151016
KSEA,20151011,max_5,71,20151016
KYKM,20151011,max_5,75,20151016
KUIL,20151011,max_5,69,20151016
KPDX,20151011,max_5,78,20151016
KLAX,20151011,max_5,76,20151016
KFAT,20151011,max_5,86,20151016
KCPR,20151011,max_5,66,20151016
KP60,20151011,max_5,60,20151016
KPHX,20151011,max_5,91,20151016
KFAR,20151011,max_5,53,20151016
KINL,20151011,max_5,45,20151016
KSEA,20151011,pop1_5,1,20151016
KYKM,20151011,pop1_5,0,20151016
KUIL,20151011,pop1_5,4,20151016
KPDX,20151011,pop1_5,1,20151016
KLAX,20151011,pop1_5,3,20151016
KFAT,20151011,pop1_5,3,20151016
KCPR,20151011,pop1_5,3,20151016
KP60,20151011,pop1_5,0,20151016
KPHX,20151011,pop1_5,19,20151016
KFAR,20151011,pop1_5,5,20151016
KINL,20151011,pop1_5,17,20151016
KSEA,20151011,pop2_5,3,20151016
KYKM,20151011,pop2_5,1,20151016
KUIL,20151011,pop2_5,14,20151016
KPDX,20151011,pop2_5,5,20151016
KLAX,20151011,pop2_5,4,20151016
KFAT,20151011,pop2_5,6,20151016
KCPR,20151011,pop2_5,0,20151016
KP60,20151011,pop2_5,2,20151016
KPHX,20151011,pop2_5,21,20151016
KFAR,20151011,pop2_5,3,20151016
KINL,20151011,pop2_5,14,20151016
KSEA,20151011,min_6,55,20151017
KYKM,20151011,min_6,49,20151017
KUIL,20151011,min_6,52,20151017
KPDX,20151011,min_6,55,20151017
KLAX,20151011,min_6,67,20151017
KFAT,20151011,min_6,64,20151017
KCPR,20151011,min_6,39,20151017
KP60,20151011,min_6,34,20151017
KPHX,20151011,min_6,71,20151017
KFAR,20151011,min_6,32,20151017
KINL,20151011,min_6,29,20151017
KSEA,20151011,max_6,66,20151017
KYKM,20151011,max_6,74,20151017
KUIL,20151011,max_6,65,20151017
KPDX,20151011,max_6,71,20151017
KLAX,20151011,max_6,75,20151017
KFAT,20151011,max_6,82,20151017
KCPR,20151011,max_6,71,20151017
KP60,20151011,max_6,61,20151017
KPHX,20151011,max_6,88,20151017
KFAR,20151011,max_6,56,20151017
KINL,20151011,max_6,47,20151017
KSEA,20151011,pop1_6,15,20151017
KYKM,20151011,pop1_6,8,20151017
KUIL,20151011,pop1_6,26,20151017
KPDX,20151011,pop1_6,18,20151017
KLAX,20151011,pop1_6,3,20151017
KFAT,20151011,pop1_6,4,20151017
KCPR,20151011,pop1_6,0,20151017
KP60,20151011,pop1_6,2,20151017
KPHX,20151011,pop1_6,26,20151017
KFAR,20151011,pop1_6,1,20151017
KINL,20151011,pop1_6,8,20151017
KSEA,20151011,pop2_6,34,20151017
KYKM,20151011,pop2_6,16,20151017
KUIL,20151011,pop2_6,52,20151017
KPDX,20151011,pop2_6,37,20151017
KLAX,20151011,pop2_6,6,20151017
KFAT,20151011,pop2_6,13,20151017
KCPR,20151011,pop2_6,1,20151017
KP60,20151011,pop2_6,4,20151017
KPHX,20151011,pop2_6,15,20151017
KFAR,20151011,pop2_6,1,20151017
KINL,20151011,pop2_6,8,20151017
KSEA,20151011,min_7,56,20151018
KYKM,20151011,min_7,49,20151018
KUIL,20151011,min_7,51,20151018
KPDX,20151011,min_7,55,20151018
KLAX,20151011,min_7,67,20151018
KFAT,20151011,min_7,63,20151018
KCPR,20151011,min_7,45,20151018
KP60,20151011,min_7,36,20151018
KPHX,20151011,min_7,70,20151018
KFAR,20151011,min_7,36,20151018
KINL,20151011,min_7,30,20151018
KSEA,20151011,max_7,62,20151018
KYKM,20151011,max_7,70,20151018
KUIL,20151011,max_7,63,20151018
KPDX,20151011,max_7,67,20151018
KLAX,20151011,max_7,74,20151018
