wea_stn_cd,issue_date,forecast_type_day,wea_num,valid_date_calcd
KCPR,20151015,max_7,65,20151022
KP60,20151015,max_7,50,20151022
KPHX,20151015,max_7,86,20151022
KFAR,20151015,max_7,56,20151022
KINL,20151015,max_7,49,20151022
KSEA,20151015,pop1_7,49,20151022
KYKM,20151015,pop1_7,14,20151022
KUIL,20151015,pop1_7,52,20151022
KPDX,20151015,pop1_7,47,20151022
KLAX,20151015,pop1_7,3,20151022
KFAT,20151015,pop1_7,12,20151022
KCPR,20151015,pop1_7,9,20151022
KP60,20151015,pop1_7,10,20151022
KPHX,20151015,pop1_7,4,20151022
KFAR,20151015,pop1_7,13,20151022
KINL,20151015,pop1_7,13,20151022
KSEA,20151015,pop2_7,42,20151022
KYKM,20151015,pop2_7,15,20151022
KUIL,20151015,pop2_7,47,20151022
KPDX,20151015,pop2_7,39,20151022
KLAX,20151015,pop2_7,10,20151022
KFAT,20151015,pop2_7,12,20151022
KCPR,20151015,pop2_7,5,20151022
KP60,20151015,pop2_7,11,20151022
KPHX,20151015,pop2_7,5,20151022
KFAR,20151015,pop2_7,8,20151022
KINL,20151015,pop2_7,13,20151022
KSEA,20151016,min_3,52,20151019
KYKM,20151016,min_3,44,20151019
KUIL,20151016,min_3,48,20151019
KPDX,20151016,min_3,51,20151019
KLAX,20151016,min_3,66,20151019
KFAT,20151016,min_3,56,20151019
KCPR,20151016,min_3,48,20151019
KP60,20151016,min_3,35,20151019
KPHX,20151016,min_3,69,20151019
KFAR,20151016,min_3,45,20151019
KINL,20151016,min_3,40,20151019
KSEA,20151016,max_3,57,20151019
KYKM,20151016,max_3,64,20151019
KUIL,20151016,max_3,61,20151019
KPDX,20151016,max_3,61,20151019
KLAX,20151016,max_3,74,20151019
KFAT,20151016,max_3,76,20151019
KCPR,20151016,max_3,70,20151019
KP60,20151016,max_3,47,20151019
KPHX,20151016,max_3,84,20151019
KFAR,20151016,max_3,68,20151019
KINL,20151016,max_3,61,20151019
KSEA,20151016,pop1_3,50,20151019
KYKM,20151016,pop1_3,8,20151019
KUIL,20151016,pop1_3,76,20151019
KPDX,20151016,pop1_3,38,20151019
KLAX,20151016,pop1_3,4,20151019
KFAT,20151016,pop1_3,2,20151019
KCPR,20151016,pop1_3,0,20151019
KP60,20151016,pop1_3,38,20151019
KPHX,20151016,pop1_3,34,20151019
KFAR,20151016,pop1_3,0,20151019
KINL,20151016,pop1_3,1,20151019
KSEA,20151016,pop2_3,58,20151019
KYKM,20151016,pop2_3,20,20151019
KUIL,20151016,pop2_3,41,20151019
KPDX,20151016,pop2_3,52,20151019
KLAX,20151016,pop2_3,5,20151019
KFAT,20151016,pop2_3,3,20151019
KCPR,20151016,pop2_3,17,20151019
KP60,20151016,pop2_3,82,20151019
KPHX,20151016,pop2_3,27,20151019
KFAR,20151016,pop2_3,3,20151019
KINL,20151016,pop2_3,5,20151019
KSEA,20151016,min_4,49,20151020
KYKM,20151016,min_4,41,20151020
KUIL,20151016,min_4,47,20151020
KPDX,20151016,min_4,48,20151020
KLAX,20151016,min_4,65,20151020
KFAT,20151016,min_4,56,20151020
KCPR,20151016,min_4,42,20151020
KP60,20151016,min_4,30,20151020
KPHX,20151016,min_4,66,20151020
KFAR,20151016,min_4,41,20151020
KINL,20151016,min_4,35,20151020
KSEA,20151016,max_4,60,20151020
KYKM,20151016,max_4,67,20151020
KUIL,20151016,max_4,61,20151020
KPDX,20151016,max_4,67,20151020
KLAX,20151016,max_4,78,20151020
KFAT,20151016,max_4,80,20151020
KCPR,20151016,max_4,58,20151020
KP60,20151016,max_4,44,20151020
KPHX,20151016,max_4,81,20151020
KFAR,20151016,max_4,57,20151020
KINL,20151016,max_4,49,20151020
KSEA,20151016,pop1_4,19,20151020
KYKM,20151016,pop1_4,0,20151020
KUIL,20151016,pop1_4,8,20151020
KPDX,20151016,pop1_4,8,20151020
KLAX,20151016,pop1_4,1,20151020
KFAT,20151016,pop1_4,1,20151020
KCPR,20151016,pop1_4,24,20151020
KP60,20151016,pop1_4,62,20151020
KPHX,20151016,pop1_4,24,20151020
KFAR,20151016,pop1_4,6,20151020
KINL,20151016,pop1_4,4,20151020
KSEA,20151016,pop2_4,7,20151020
KYKM,20151016,pop2_4,0,20151020
KUIL,20151016,pop2_4,15,20151020
KPDX,20151016,pop2_4,2,20151020
KLAX,20151016,pop2_4,3,20151020
KFAT,20151016,pop2_4,0,20151020
KCPR,20151016,pop2_4,52,20151020
KP60,20151016,pop2_4,37,20151020
KPHX,20151016,pop2_4,27,20151020
KFAR,20151016,pop2_4,34,20151020
KINL,20151016,pop2_4,21,20151020
KSEA,20151016,min_5,50,20151021
KYKM,20151016,min_5,42,20151021
KUIL,20151016,min_5,48,20151021
KPDX,20151016,min_5,47,20151021
KLAX,20151016,min_5,66,20151021
KFAT,20151016,min_5,57,20151021
KCPR,20151016,min_5,36,20151021
KP60,20151016,min_5,26,20151021
KPHX,20151016,min_5,64,20151021
KFAR,20151016,min_5,37,20151021
KINL,20151016,min_5,31,20151021
KSEA,20151016,max_5,59,20151021
KYKM,20151016,max_5,67,20151021
KUIL,20151016,max_5,62,20151021
KPDX,20151016,max_5,66,20151021
KLAX,20151016,max_5,81,20151021
KFAT,20151016,max_5,82,20151021
KCPR,20151016,max_5,60,20151021
KP60,20151016,max_5,49,20151021
KPHX,20151016,max_5,82,20151021
KFAR,20151016,max_5,53,20151021
KINL,20151016,max_5,45,20151021
KSEA,20151016,pop1_5,9,20151021
KYKM,20151016,pop1_5,1,20151021
KUIL,20151016,pop1_5,40,20151021
KPDX,20151016,pop1_5,3,20151021
KLAX,20151016,pop1_5,0,20151021
KFAT,20151016,pop1_5,0,20151021
KCPR,20151016,pop1_5,27,20151021
KP60,20151016,pop1_5,4,20151021
KPHX,20151016,pop1_5,13,20151021
KFAR,20151016,pop1_5,35,20151021
KINL,20151016,pop1_5,40,20151021
KSEA,20151016,pop2_5,46,20151021
KYKM,20151016,pop2_5,10,20151021
KUIL,20151016,pop2_5,61,20151021
KPDX,20151016,pop2_5,27,20151021
KLAX,20151016,pop2_5,1,20151021
KFAT,20151016,pop2_5,0,20151021
KCPR,20151016,pop2_5,5,20151021
KP60,20151016,pop2_5,2,20151021
KPHX,20151016,pop2_5,14,20151021
KFAR,20151016,pop2_5,20,20151021
KINL,20151016,pop2_5,36,20151021
KSEA,20151016,min_6,49,20151022
KYKM,20151016,min_6,42,20151022
KUIL,20151016,min_6,46,20151022
KPDX,20151016,min_6,48,20151022
KLAX,20151016,min_6,66,20151022
KFAT,20151016,min_6,57,20151022
KCPR,20151016,min_6,37,20151022
KP60,20151016,min_6,28,20151022
KPHX,20151016,min_6,64,20151022
KFAR,20151016,min_6,35,20151022
KINL,20151016,min_6,31,20151022
KSEA,20151016,max_6,54,20151022
KYKM,20151016,max_6,63,20151022
KUIL,20151016,max_6,59,20151022
KPDX,20151016,max_6,60,20151022
KLAX,20151016,max_6,80,20151022
KFAT,20151016,max_6,81,20151022
KCPR,20151016,max_6,66,20151022
KP60,20151016,max_6,49,20151022
KPHX,20151016,max_6,82,20151022
KFAR,20151016,max_6,59,20151022
KINL,20151016,max_6,51,20151022
KSEA,20151016,pop1_6,46,20151022
KYKM,20151016,pop1_6,9,20151022
KUIL,20151016,pop1_6,44,20151022
KPDX,20151016,pop1_6,26,20151022
KLAX,20151016,pop1_6,0,20151022
KFAT,20151016,pop1_6,1,20151022
KCPR,20151016,pop1_6,2,20151022
KP60,20151016,pop1_6,3,20151022
KPHX,20151016,pop1_6,9,20151022
KFAR,20151016,pop1_6,3,20151022
KINL,20151016,pop1_6,12,20151022
KSEA,20151016,pop2_6,48,20151022
KYKM,20151016,pop2_6,8,20151022
KUIL,20151016,pop2_6,44,20151022
KPDX,20151016,pop2_6,30,20151022
KLAX,20151016,pop2_6,0,20151022
KFAT,20151016,pop2_6,0,20151022
KCPR,20151016,pop2_6,2,20151022
KP60,20151016,pop2_6,14,20151022
KPHX,20151016,pop2_6,5,20151022
KFAR,20151016,pop2_6,4,20151022
KINL,20151016,pop2_6,5,20151022
KSEA,20151016,min_7,45,20151023
KYKM,20151016,min_7,38,20151023
KUIL,20151016,min_7,44,20151023
KPDX,20151016,min_7,44,20151023
KLAX,20151016,min_7,65,20151023
KFAT,20151016,min_7,56,20151023
KCPR,20151016,min_7,39,20151023
KP60,20151016,min_7,27,20151023
KPHX,20151016,min_7,64,20151023
KFAR,20151016,min_7,41,20151023
KINL,20151016,min_7,35,20151023
KSEA,20151016,max_7,53,20151023
KYKM,20151016,max_7,60,20151023
KUIL,20151016,max_7,58,20151023
KPDX,20151016,max_7,59,20151023
KLAX,20151016,max_7,77,20151023
KFAT,20151016,max_7,76,20151023
KCPR,20151016,max_7,63,20151023
KP60,20151016,max_7,44,20151023
KPHX,20151016,max_7,84,20151023
KFAR,20151016,max_7,62,20151023
KINL,20151016,max_7,54,20151023
KSEA,20151016,pop1_7,36,20151023
KYKM,20151016,pop1_7,6,20151023
KUIL,20151016,pop1_7,26,20151023
KPDX,20151016,pop1_7,20,20151023
KLAX,20151016,pop1_7,0,20151023
KFAT,20151016,pop1_7,0,20151023
KCPR,20151016,pop1_7,4,20151023
KP60,20151016,pop1_7,21,20151023
KPHX,20151016,pop1_7,3,20151023
KFAR,20151016,pop1_7,17,20151023
KINL,20151016,pop1_7,10,20151023
KSEA,20151016,pop2_7,43,20151023
KYKM,20151016,pop2_7,12,20151023
KUIL,20151016,pop2_7,36,20151023
KPDX,20151016,pop2_7,33,20151023
KLAX,20151016,pop2_7,3,20151023
KFAT,20151016,pop2_7,5,20151023
KCPR,20151016,pop2_7,9,20151023
KP60,20151016,pop2_7,42,20151023
KPHX,20151016,pop2_7,2,20151023
KFAR,20151016,pop2_7,25,20151023
KINL,20151016,pop2_7,24,20151023
KSEA,20151017,min_3,48,20151020
KYKM,20151017,min_3,42,20151020
KUIL,20151017,min_3,47,20151020
KPDX,20151017,min_3,49,20151020
KLAX,20151017,min_3,62,20151020
KFAT,20151017,min_3,54,20151020
KCPR,20151017,min_3,43,20151020
KP60,20151017,min_3,32,20151020
KPHX,20151017,min_3,66,20151020
KFAR,20151017,min_3,40,20151020
KINL,20151017,min_3,34,20151020
KSEA,20151017,max_3,59,20151020
KYKM,20151017,max_3,67,20151020
KUIL,20151017,max_3,61,20151020
KPDX,20151017,max_3,65,20151020
KLAX,20151017,max_3,76,20151020
KFAT,20151017,max_3,78,20151020
KCPR,20151017,max_3,62,20151020
KP60,20151017,max_3,45,20151020
KPHX,20151017,max_3,80,20151020
KFAR,20151017,max_3,59,20151020
KINL,20151017,max_3,49,20151020
KSEA,20151017,pop1_3,16,20151020
KYKM,20151017,pop1_3,1,20151020
KUIL,20151017,pop1_3,3,20151020
KPDX,20151017,pop1_3,15,20151020
KLAX,20151017,pop1_3,5,20151020
KFAT,20151017,pop1_3,5,20151020
KCPR,20151017,pop1_3,10,20151020
KP60,20151017,pop1_3,80,20151020
KPHX,20151017,pop1_3,25,20151020
KFAR,20151017,pop1_3,3,20151020
KINL,20151017,pop1_3,1,20151020
KSEA,20151017,pop2_3,2,20151020
KYKM,20151017,pop2_3,0,20151020
KUIL,20151017,pop2_3,3,20151020
KPDX,20151017,pop2_3,1,20151020
KLAX,20151017,pop2_3,3,20151020
KFAT,20151017,pop2_3,0,20151020
KCPR,20151017,pop2_3,33,20151020
KP60,20151017,pop2_3,53,20151020
KPHX,20151017,pop2_3,30,20151020
KFAR,20151017,pop2_3,23,20151020
KINL,20151017,pop2_3,6,20151020
KSEA,20151017,min_4,48,20151021
KYKM,20151017,min_4,38,20151021
KUIL,20151017,min_4,46,20151021
KPDX,20151017,min_4,46,20151021
KLAX,20151017,min_4,65,20151021
KFAT,20151017,min_4,55,20151021
KCPR,20151017,min_4,38,20151021
KP60,20151017,min_4,29,20151021
KPHX,20151017,min_4,63,20151021
KFAR,20151017,min_4,41,20151021
KINL,20151017,min_4,34,20151021
KSEA,20151017,max_4,59,20151021
KYKM,20151017,max_4,67,20151021
KUIL,20151017,max_4,61,20151021
KPDX,20151017,max_4,66,20151021
KLAX,20151017,max_4,78,20151021
KFAT,20151017,max_4,80,20151021
KCPR,20151017,max_4,57,20151021
KP60,20151017,max_4,51,20151021
KPHX,20151017,max_4,79,20151021
KFAR,20151017,max_4,57,20151021
KINL,20151017,max_4,49,20151021
KSEA,20151017,pop1_4,1,20151021
KYKM,20151017,pop1_4,0,20151021
KUIL,20151017,pop1_4,15,20151021
KPDX,20151017,pop1_4,0,20151021
KLAX,20151017,pop1_4,0,20151021
KFAT,20151017,pop1_4,0,20151021
KCPR,20151017,pop1_4,31,20151021
KP60,20151017,pop1_4,11,20151021
KPHX,20151017,pop1_4,37,20151021
KFAR,20151017,pop1_4,37,20151021
KINL,20151017,pop1_4,42,20151021
KSEA,20151017,pop2_4,23,20151021
KYKM,20151017,pop2_4,3,20151021
KUIL,20151017,pop2_4,53,20151021
KPDX,20151017,pop2_4,10,20151021
KLAX,20151017,pop2_4,2,20151021
KFAT,20151017,pop2_4,0,20151021
KCPR,20151017,pop2_4,11,20151021
KP60,20151017,pop2_4,1,20151021
KPHX,20151017,pop2_4,23,20151021
KFAR,20151017,pop2_4,11,20151021
KINL,20151017,pop2_4,36,20151021
KSEA,20151017,min_5,48,20151022
KYKM,20151017,min_5,42,20151022
KUIL,20151017,min_5,47,20151022
KPDX,20151017,min_5,48,20151022
KLAX,20151017,min_5,65,20151022
KFAT,20151017,min_5,55,20151022
KCPR,20151017,min_5,37,20151022
KP60,20151017,min_5,29,20151022
KPHX,20151017,min_5,62,20151022
KFAR,20151017,min_5,37,20151022
KINL,20151017,min_5,33,20151022
KSEA,20151017,max_5,55,20151022
KYKM,20151017,max_5,63,20151022
KUIL,20151017,max_5,59,20151022
KPDX,20151017,max_5,61,20151022
KLAX,20151017,max_5,76,20151022
KFAT,20151017,max_5,80,20151022
KCPR,20151017,max_5,63,20151022
KP60,20151017,max_5,50,20151022
KPHX,20151017,max_5,80,20151022
KFAR,20151017,max_5,60,20151022
KINL,20151017,max_5,53,20151022
KSEA,20151017,pop1_5,35,20151022
KYKM,20151017,pop1_5,5,20151022
KUIL,20151017,pop1_5,44,20151022
KPDX,20151017,pop1_5,21,20151022
KLAX,20151017,pop1_5,0,20151022
KFAT,20151017,pop1_5,0,20151022
KCPR,20151017,pop1_5,5,20151022
KP60,20151017,pop1_5,1,20151022
KPHX,20151017,pop1_5,12,20151022
KFAR,20151017,pop1_5,3,20151022
KINL,20151017,pop1_5,7,20151022
KSEA,20151017,pop2_5,36,20151022
KYKM,20151017,pop2_5,8,20151022
KUIL,20151017,pop2_5,43,20151022
KPDX,20151017,pop2_5,26,20151022
KLAX,20151017,pop2_5,1,20151022
KFAT,20151017,pop2_5,0,20151022
KCPR,20151017,pop2_5,11,20151022
KP60,20151017,pop2_5,14,20151022
KPHX,20151017,pop2_5,6,20151022
KFAR,20151017,pop2_5,10,20151022
KINL,20151017,pop2_5,8,20151022
KSEA,20151017,min_6,44,20151023
KYKM,20151017,min_6,38,20151023
KUIL,20151017,min_6,44,20151023
KPDX,20151017,min_6,43,20151023
KLAX,20151017,min_6,63,20151023
KFAT,20151017,min_6,56,20151023
KCPR,20151017,min_6,39,20151023
KP60,20151017,min_6,28,20151023
KPHX,20151017,min_6,62,20151023
KFAR,20151017,min_6,46,20151023
KINL,20151017,min_6,39,20151023
KSEA,20151017,max_6,54,20151023
KYKM,20151017,max_6,61,20151023
KUIL,20151017,max_6,58,20151023
KPDX,20151017,max_6,60,20151023
KLAX,20151017,max_6,75,20151023
KFAT,20151017,max_6,77,20151023
KCPR,20151017,max_6,59,20151023
KP60,20151017,max_6,44,20151023
KPHX,20151017,max_6,84,20151023
KFAR,20151017,max_6,61,20151023
KINL,20151017,max_6,54,20151023
KSEA,20151017,pop1_6,21,20151023
KYKM,20151017,pop1_6,3,20151023
KUIL,20151017,pop1_6,33,20151023
KPDX,20151017,pop1_6,14,20151023
KLAX,20151017,pop1_6,0,20151023
KFAT,20151017,pop1_6,1,20151023
KCPR,20151017,pop1_6,14,20151023
KP60,20151017,pop1_6,27,20151023
KPHX,20151017,pop1_6,3,20151023
KFAR,20151017,pop1_6,49,20151023
KINL,20151017,pop1_6,31,20151023
KSEA,20151017,pop2_6,25,20151023
KYKM,20151017,pop2_6,5,20151023
KUIL,20151017,pop2_6,28,20151023
KPDX,20151017,pop2_6,21,20151023
KLAX,20151017,pop2_6,1,20151023
KFAT,20151017,pop2_6,2,20151023
KCPR,20151017,pop2_6,21,20151023
KP60,20151017,pop2_6,38,20151023
KPHX,20151017,pop2_6,4,20151023
KFAR,20151017,pop2_6,50,20151023
KINL,20151017,pop2_6,57,20151023
KSEA,20151017,min_7,44,20151024
KYKM,20151017,min_7,38,20151024
KUIL,20151017,min_7,44,20151024
KPDX,20151017,min_7,44,20151024
KLAX,20151017,min_7,63,20151024
KFAT,20151017,min_7,53,20151024
KCPR,20151017,min_7,35,20151024
KP60,20151017,min_7,25,20151024
KPHX,20151017,min_7,62,20151024
KFAR,20151017,min_7,43,20151024
KINL,20151017,min_7,41,20151024
KSEA,20151017,max_7,55,20151024
KYKM,20151017,max_7,60,20151024
KUIL,20151017,max_7,59,20151024
KPDX,20151017,max_7,60,20151024
KLAX,20151017,max_7,75,20151024
KFAT,20151017,max_7,78,20151024
KCPR,20151017,max_7,57,20151024
KP60,20151017,max_7,43,20151024
KPHX,20151017,max_7,84,20151024
KFAR,20151017,max_7,57,20151024
KINL,20151017,max_7,52,20151024
KSEA,20151017,pop1_7,18,20151024
KYKM,20151017,pop1_7,6,20151024
KUIL,20151017,pop1_7,23,20151024
KPDX,20151017,pop1_7,15,20151024
KLAX,20151017,pop1_7,1,20151024
KFAT,20151017,pop1_7,1,20151024
KCPR,20151017,pop1_7,26,20151024
KP60,20151017,pop1_7,28,20151024
KPHX,20151017,pop1_7,5,20151024
KFAR,20151017,pop1_7,31,20151024
KINL,20151017,pop1_7,46,20151024
KSEA,20151017,pop2_7,24,20151024
KYKM,20151017,pop2_7,8,20151024
KUIL,20151017,pop2_7,29,20151024
KPDX,20151017,pop2_7,19,20151024
KLAX,20151017,pop2_7,1,20151024
KFAT,20151017,pop2_7,2,20151024
KCPR,20151017,pop2_7,17,20151024
KP60,20151017,pop2_7,31,20151024
KPHX,20151017,pop2_7,1,20151024
KFAR,20151017,pop2_7,21,20151024
KINL,20151017,pop2_7,35,20151024
KSEA,20151018,min_3,47,20151021
KYKM,20151018,min_3,41,20151021
KUIL,20151018,min_3,47,20151021
KPDX,20151018,min_3,46,20151021
KLAX,20151018,min_3,62,20151021
KFAT,20151018,min_3,54,20151021
KCPR,20151018,min_3,37,20151021
KP60,20151018,min_3,28,20151021
KPHX,20151018,min_3,63,20151021
KFAR,20151018,min_3,42,20151021
KINL,20151018,min_3,35,20151021
KSEA,20151018,max_3,60,20151021
KYKM,20151018,max_3,67,20151021
KUIL,20151018,max_3,61,20151021
KPDX,20151018,max_3,66,20151021
KLAX,20151018,max_3,78,20151021
KFAT,20151018,max_3,80,20151021
KCPR,20151018,max_3,58,20151021
KP60,20151018,max_3,51,20151021
KPHX,20151018,max_3,78,20151021
KFAR,20151018,max_3,56,20151021
KINL,20151018,max_3,48,20151021
KSEA,20151018,pop1_3,0,20151021
KYKM,20151018,pop1_3,0,20151021
KUIL,20151018,pop1_3,6,20151021
KPDX,20151018,pop1_3,0,20151021
KLAX,20151018,pop1_3,0,20151021
KFAT,20151018,pop1_3,0,20151021
KCPR,20151018,pop1_3,27,20151021
KP60,20151018,pop1_3,7,20151021
KPHX,20151018,pop1_3,37,20151021
KFAR,20151018,pop1_3,37,20151021
KINL,20151018,pop1_3,61,20151021
KSEA,20151018,pop2_3,19,20151021
KYKM,20151018,pop2_3,1,20151021
KUIL,20151018,pop2_3,59,20151021
KPDX,20151018,pop2_3,7,20151021
KLAX,20151018,pop2_3,1,20151021
KFAT,20151018,pop2_3,0,20151021
KCPR,20151018,pop2_3,9,20151021
KP60,20151018,pop2_3,0,20151021
KPHX,20151018,pop2_3,35,20151021
KFAR,20151018,pop2_3,5,20151021
KINL,20151018,pop2_3,41,20151021
KSEA,20151018,min_4,47,20151022
KYKM,20151018,min_4,42,20151022
KUIL,20151018,min_4,47,20151022
KPDX,20151018,min_4,47,20151022
KLAX,20151018,min_4,64,20151022
KFAT,20151018,min_4,54,20151022
KCPR,20151018,min_4,37,20151022
KP60,20151018,min_4,28,20151022
KPHX,20151018,min_4,62,20151022
KFAR,20151018,min_4,34,20151022
KINL,20151018,min_4,32,20151022
KSEA,20151018,max_4,55,20151022
KYKM,20151018,max_4,62,20151022
KUIL,20151018,max_4,59,20151022
KPDX,20151018,max_4,60,20151022
KLAX,20151018,max_4,75,20151022
KFAT,20151018,max_4,79,20151022
KCPR,20151018,max_4,62,20151022
KP60,20151018,max_4,50,20151022
KPHX,20151018,max_4,80,20151022
KFAR,20151018,max_4,57,20151022
KINL,20151018,max_4,50,20151022
KSEA,20151018,pop1_4,50,20151022
KYKM,20151018,pop1_4,11,20151022
KUIL,20151018,pop1_4,54,20151022
KPDX,20151018,pop1_4,30,20151022
KLAX,20151018,pop1_4,0,20151022
KFAT,20151018,pop1_4,0,20151022
KCPR,20151018,pop1_4,9,20151022
KP60,20151018,pop1_4,0,20151022
KPHX,20151018,pop1_4,11,20151022
KFAR,20151018,pop1_4,1,20151022
KINL,20151018,pop1_4,8,20151022
KSEA,20151018,pop2_4,32,20151022
KYKM,20151018,pop2_4,5,20151022
KUIL,20151018,pop2_4,36,20151022
KPDX,20151018,pop2_4,21,20151022
KLAX,20151018,pop2_4,0,20151022
KFAT,20151018,pop2_4,1,20151022
KCPR,20151018,pop2_4,19,20151022
KP60,20151018,pop2_4,18,20151022
KPHX,20151018,pop2_4,6,20151022
KFAR,20151018,pop2_4,5,20151022
KINL,20151018,pop2_4,1,20151022
KSEA,20151018,min_5,43,20151023
KYKM,20151018,min_5,37,20151023
KUIL,20151018,min_5,44,20151023
KPDX,20151018,min_5,43,20151023
KLAX,20151018,min_5,62,20151023
KFAT,20151018,min_5,54,20151023
KCPR,20151018,min_5,38,20151023
KP60,20151018,min_5,28,20151023
KPHX,20151018,min_5,61,20151023
KFAR,20151018,min_5,43,20151023
KINL,20151018,min_5,35,20151023
KSEA,20151018,max_5,56,20151023
KYKM,20151018,max_5,62,20151023
KUIL,20151018,max_5,59,20151023
KPDX,20151018,max_5,62,20151023
KLAX,20151018,max_5,74,20151023
KFAT,20151018,max_5,79,20151023
KCPR,20151018,max_5,55,20151023
KP60,20151018,max_5,42,20151023
KPHX,20151018,max_5,84,20151023
KFAR,20151018,max_5,56,20151023
KINL,20151018,max_5,50,20151023
KSEA,20151018,pop1_5,11,20151023
KYKM,20151018,pop1_5,1,20151023
KUIL,20151018,pop1_5,13,20151023
KPDX,20151018,pop1_5,5,20151023
KLAX,20151018,pop1_5,1,20151023
KFAT,20151018,pop1_5,0,20151023
KCPR,20151018,pop1_5,33,20151023
KP60,20151018,pop1_5,46,20151023
KPHX,20151018,pop1_5,1,20151023
KFAR,20151018,pop1_5,52,20151023
KINL,20151018,pop1_5,20,20151023
KSEA,20151018,pop2_5,11,20151023
KYKM,20151018,pop2_5,1,20151023
KUIL,20151018,pop2_5,12,20151023
KPDX,20151018,pop2_5,6,20151023
KLAX,20151018,pop2_5,0,20151023
KFAT,20151018,pop2_5,0,20151023
KCPR,20151018,pop2_5,34,20151023
KP60,20151018,pop2_5,42,20151023
KPHX,20151018,pop2_5,4,20151023
KFAR,20151018,pop2_5,68,20151023
KINL,20151018,pop2_5,66,20151023
KSEA,20151018,min_6,43,20151024
KYKM,20151018,min_6,38,20151024
KUIL,20151018,min_6,45,20151024
KPDX,20151018,min_6,43,20151024
KLAX,20151018,min_6,63,20151024
KFAT,20151018,min_6,54,20151024
KCPR,20151018,min_6,33,20151024
KP60,20151018,min_6,24,20151024
KPHX,20151018,min_6,61,20151024
KFAR,20151018,min_6,40,20151024
KINL,20151018,min_6,38,20151024
KSEA,20151018,max_6,57,20151024
KYKM,20151018,max_6,61,20151024
KUIL,20151018,max_6,60,20151024
KPDX,20151018,max_6,62,20151024
KLAX,20151018,max_6,76,20151024
KFAT,20151018,max_6,78,20151024
KCPR,20151018,max_6,54,20151024
KP60,20151018,max_6,43,20151024
KPHX,20151018,max_6,84,20151024
KFAR,20151018,max_6,53,20151024
KINL,20151018,max_6,49,20151024
KSEA,20151018,pop1_6,11,20151024
KYKM,20151018,pop1_6,5,20151024
KUIL,20151018,pop1_6,21,20151024
KPDX,20151018,pop1_6,14,20151024
KLAX,20151018,pop1_6,0,20151024
KFAT,20151018,pop1_6,0,20151024
KCPR,20151018,pop1_6,22,20151024
KP60,20151018,pop1_6,18,20151024
KPHX,20151018,pop1_6,1,20151024
KFAR,20151018,pop1_6,38,20151024
KINL,20151018,pop1_6,60,20151024
KSEA,20151018,pop2_6,21,20151024
KYKM,20151018,pop2_6,7,20151024
KUIL,20151018,pop2_6,30,20151024
KPDX,20151018,pop2_6,23,20151024
KLAX,20151018,pop2_6,0,20151024
KFAT,20151018,pop2_6,0,20151024
KCPR,20151018,pop2_6,13,20151024
KP60,20151018,pop2_6,14,20151024
KPHX,20151018,pop2_6,1,20151024
KFAR,20151018,pop2_6,15,20151024
KINL,20151018,pop2_6,35,20151024
KSEA,20151018,min_7,46,20151025
KYKM,20151018,min_7,39,20151025
KUIL,20151018,min_7,43,20151025
KPDX,20151018,min_7,46,20151025
KLAX,20151018,min_7,64,20151025
KFAT,20151018,min_7,54,20151025
KCPR,20151018,min_7,32,20151025
KP60,20151018,min_7,24,20151025
KPHX,20151018,min_7,62,20151025
KFAR,20151018,min_7,35,20151025
KINL,20151018,min_7,32,20151025
KSEA,20151018,max_7,57,20151025
KYKM,20151018,max_7,62,20151025
KUIL,20151018,max_7,60,20151025
KPDX,20151018,max_7,62,20151025
KLAX,20151018,max_7,76,20151025
KFAT,20151018,max_7,78,20151025
KCPR,20151018,max_7,57,20151025
KP60,20151018,max_7,44,20151025
KPHX,20151018,max_7,85,20151025
KFAR,20151018,max_7,51,20151025
KINL,20151018,max_7,45,20151025
KSEA,20151018,pop1_7,24,20151025
KYKM,20151018,pop1_7,9,20151025
KUIL,20151018,pop1_7,34,20151025
KPDX,20151018,pop1_7,18,20151025
KLAX,20151018,pop1_7,0,20151025
KFAT,20151018,pop1_7,1,20151025
KCPR,20151018,pop1_7,7,20151025
KP60,20151018,pop1_7,15,20151025
KPHX,20151018,pop1_7,1,20151025
KFAR,20151018,pop1_7,10,20151025
KINL,20151018,pop1_7,14,20151025
KSEA,20151018,pop2_7,30,20151025
KYKM,20151018,pop2_7,14,20151025
KUIL,20151018,pop2_7,45,20151025
KPDX,20151018,pop2_7,30,20151025
KLAX,20151018,pop2_7,0,20151025
KFAT,20151018,pop2_7,0,20151025
KCPR,20151018,pop2_7,10,20151025
KP60,20151018,pop2_7,23,20151025
KPHX,20151018,pop2_7,1,20151025
KFAR,20151018,pop2_7,8,20151025
KINL,20151018,pop2_7,11,20151025
KSEA,20151019,min_3,47,20151022
KYKM,20151019,min_3,41,20151022
KUIL,20151019,min_3,47,20151022
KPDX,20151019,min_3,47,20151022
KLAX,20151019,min_3,63,20151022
KFAT,20151019,min_3,54,20151022
KCPR,20151019,min_3,37,20151022
KP60,20151019,min_3,28,20151022
KPHX,20151019,min_3,61,20151022
KFAR,20151019,min_3,33,20151022
KINL,20151019,min_3,32,20151022
KSEA,20151019,max_3,55,20151022
KYKM,20151019,max_3,63,20151022
KUIL,20151019,max_3,59,20151022
KPDX,20151019,max_3,61,20151022
KLAX,20151019,max_3,75,20151022
KFAT,20151019,max_3,80,20151022
